transaction_id,user_id,user_segment,purchase_datetime,showtime_datetime,day_type,movie,genre,cinema,ticket_type,num_tickets,unit_price,combo_revenue,total_revenue,payment_method,voucher_used,status
TXN000971,U79649,New,5/31/2026 5:39,6/6/2026 20:39,Weekend,Mai 2,Drama,Galaxy Nguyen Du,Standard,2,"85,000","49,000","219,000",vietQR,"20,000",Success
TXN000972,U72457,New,4/20/2026 22:57,4/29/2026 18:57,Weekday,Fast X Final,Action,Galaxy Sala,3D,2,"110,000","49,000","269,000",wallet,0,Success
TXN000973,U95132,Regular,3/21/2026 4:56,3/22/2026 9:56,Weekend,Moana 2,Animation,CGV Vincom,Standard,6,"75,000",0,"450,000",bank,0,Success
TXN000974,U95710,Regular,3/26/2026 2:48,4/3/2026 5:48,Weekday,La La Land 2,Romance,Galaxy Nguyen Du,Standard,2,"75,000",0,"150,000",vietQR,0,Success
TXN000975,U74607,Member,4/30/2026 22:07,5/5/2026 7:07,Weekday,The Conjuring 4,Horror,Galaxy Nguyen Du,Standard,2,"75,000","49,000","199,000",bank,0,Success
TXN000976,U60989,Regular,2/3/2026 11:45,2/6/2026 3:45,Weekday,Inside Out 3,Animation,Galaxy Nguyen Du,Standard,1,"75,000",0,"75,000",bank,0,Success
TXN000977,U75387,New,5/4/2026 20:32,5/12/2026 17:32,Weekday,Deadpool 4,Action,Galaxy Sala,Standard,2,"85,000","189,000","359,000",wallet,0,Success
TXN000978,U47468,New,2/19/2026 18:49,2/20/2026 16:49,Weekday,Wicked 2,Musical,Lotte Cinema Q7,Standard,3,"75,000","49,000","274,000",wallet,0,Success
TXN000979,U56271,Regular,5/24/2026 0:07,5/29/2026 15:07,Weekday,Gladiator III,Action,BHD Pham Hung,VIP,3,"150,000",0,"450,000",wallet,0,Success
TXN000980,U27748,Regular,1/26/2026 4:02,1/29/2026 15:02,Weekday,Nha Ba Nu 2,Comedy,Lotte Cinema Q7,Standard,2,"80,000",0,"160,000",wallet,0,Success
TXN000981,U66062,Regular,1/15/2026 3:00,1/16/2026 1:00,Weekday,Oppenheimer II,Drama,Lotte Cinema Q7,Standard,1,"85,000","89,000","174,000",vietQR,"50,000",Success
TXN000982,U85077,Regular,3/29/2026 3:26,3/31/2026 4:26,Weekday,La La Land 2,Romance,Lotte Cinema Q7,Standard,2,"75,000",0,"150,000",wallet,"50,000",Success
TXN000983,U65085,Member,5/29/2026 19:43,6/4/2026 13:43,Weekday,Avengers: Secret Wars,Action,CGV Vincom,Standard,2,"75,000","89,000","239,000",wallet,"10,000",Success
TXN000984,U56584,Member,4/13/2026 0:37,4/21/2026 17:37,Weekday,Fast X Final,Action,Galaxy Nguyen Du,Standard,1,"80,000",0,"80,000",vietQR,"20,000",Success
TXN000985,U98210,Member,1/25/2026 5:19,2/2/2026 0:19,Weekday,Moana 2,Animation,Lotte Cinema Q7,Standard,2,"80,000",0,"160,000",wallet,"20,000",Success
TXN000986,U90957,Member,2/7/2026 15:42,2/15/2026 20:42,Weekend,Nha Ba Nu 2,Comedy,BHD Pham Hung,3D,6,"115,000","89,000","779,000",bank,0,Success
TXN000987,U78065,VIP,4/5/2026 7:58,4/13/2026 8:58,Weekday,Deadpool 4,Action,Lotte Landmark,3D,5,"110,000",0,"550,000",wallet,0,Success
TXN000988,U50381,New,3/5/2026 13:55,3/8/2026 5:55,Weekend,Smile 3,Horror,CGV Vincom,Standard,2,"80,000","189,000","349,000",wallet,0,Success
TXN000989,U36447,Member,5/26/2026 20:12,6/3/2026 18:12,Weekday,Inside Out 3,Animation,BHD Pham Hung,3D,1,"110,000","189,000","299,000",vietQR,0,Success
TXN000990,U53764,Member,4/20/2026 7:00,4/21/2026 0:00,Weekday,Wicked 2,Musical,Galaxy Sala,VIP,4,"145,000",0,"580,000",vietQR,"10,000",Success
TXN000991,U91255,Regular,4/13/2026 10:15,4/19/2026 8:15,Weekend,Inside Out 3,Animation,Lotte Landmark,3D,2,"110,000","49,000","269,000",wallet,0,Success
TXN000992,U28352,VIP,1/4/2026 3:30,1/8/2026 9:30,Weekday,Joker 3,Crime,BHD Pham Hung,Standard,2,"75,000",0,"150,000",wallet,0,Success
TXN000993,U97270,Member,4/8/2026 2:35,4/13/2026 10:35,Weekday,Oppenheimer II,Drama,Lotte Cinema Q7,Standard,1,"75,000",0,"75,000",wallet,0,Success
TXN000994,U87592,Regular,5/7/2026 16:22,5/8/2026 21:22,Weekday,Wicked 2,Musical,Galaxy Sala,3D,2,"115,000","129,000","359,000",bank,0,Success
TXN000995,U17601,New,5/22/2026 3:19,5/31/2026 6:19,Weekend,Joker 3,Crime,BHD Star Bitexco,Standard,4,"85,000","89,000","429,000",bank,"10,000",Success
TXN000996,U85939,Regular,1/21/2026 15:15,1/25/2026 10:15,Weekend,Mai 2,Drama,Galaxy Nguyen Du,Couple,3,"260,000",0,"780,000",bank,"20,000",Success
TXN000997,U17447,New,1/23/2026 13:30,1/27/2026 19:30,Weekday,Smile 3,Horror,BHD Pham Hung,3D,3,"115,000",0,"345,000",bank,0,Failed
TXN000998,U31685,Regular,4/2/2026 22:21,4/5/2026 6:21,Weekend,The Conjuring 4,Horror,Galaxy Nguyen Du,Couple,2,"260,000","89,000","609,000",vietQR,0,Success
TXN000999,U29492,Regular,3/26/2026 6:29,3/29/2026 19:29,Weekend,Mai 2,Drama,Lotte Landmark,3D,3,"110,000",0,"330,000",vietQR,"10,000",Success
TXN001000,U14964,New,5/6/2026 7:19,5/8/2026 1:19,Weekday,Wicked 2,Musical,CGV Aeon Mall,Standard,2,"75,000","129,000","279,000",vietQR,"20,000",Success
TXN001001,U50622,Member,2/4/2026 9:01,2/12/2026 10:01,Weekday,Avengers: Secret Wars,Action,BHD Pham Hung,Couple,1,"260,000","49,000","309,000",vietQR,0,Success
TXN001002,U39900,Member,2/24/2026 10:51,2/26/2026 8:51,Weekday,Dune: Part Three,Sci-Fi,Galaxy Sala,Standard,2,"85,000","49,000","219,000",wallet,"20,000",Success
TXN001003,U51204,Member,3/12/2026 12:00,3/21/2026 18:00,Weekend,Dune: Part Three,Sci-Fi,Galaxy Nguyen Du,IMAX,2,"170,000","129,000","469,000",wallet,0,Success
TXN001004,U11708,VIP,4/15/2026 17:25,4/20/2026 5:25,Weekday,La La Land 2,Romance,BHD Pham Hung,Standard,2,"80,000","89,000","249,000",vietQR,0,Success
TXN001005,U40871,Regular,2/13/2026 21:06,2/19/2026 16:06,Weekday,Wicked 2,Musical,Lotte Landmark,Standard,6,"75,000",0,"450,000",bank,0,Success
TXN001006,U20235,Regular,4/10/2026 6:23,4/13/2026 2:23,Weekday,Inside Out 3,Animation,BHD Star Bitexco,VIP,2,"145,000",0,"290,000",wallet,0,Success
TXN001007,U39453,VIP,4/1/2026 9:21,4/2/2026 0:21,Weekday,Avengers: Secret Wars,Action,CGV Vincom,Standard,3,"75,000",0,"225,000",wallet,"10,000",Success
TXN001008,U55939,Member,3/3/2026 21:23,3/8/2026 12:23,Weekend,Deadpool 4,Action,CGV Aeon Mall,IMAX,2,"160,000","89,000","409,000",wallet,0,Success
TXN001009,U54335,Member,1/18/2026 5:24,1/22/2026 17:24,Weekday,Inside Out 3,Animation,Lotte Landmark,Standard,1,"75,000",0,"75,000",vietQR,0,Failed
TXN001010,U76278,VIP,3/29/2026 12:07,3/31/2026 2:07,Weekday,Wicked 2,Musical,CGV Aeon Mall,3D,5,"110,000",0,"550,000",wallet,"10,000",Success
TXN001011,U31411,Regular,4/21/2026 1:31,5/1/2026 1:31,Weekday,Nha Ba Nu 2,Comedy,Galaxy Nguyen Du,VIP,2,"140,000",0,"280,000",bank,0,Success
TXN001012,U17532,Regular,2/2/2026 16:34,2/7/2026 14:34,Weekend,Avengers: Secret Wars,Action,BHD Pham Hung,VIP,3,"140,000","89,000","509,000",bank,0,Failed
TXN001013,U86454,Regular,1/27/2026 6:58,2/4/2026 14:58,Weekday,Avengers: Secret Wars,Action,Galaxy Nguyen Du,VIP,5,"145,000",0,"725,000",bank,0,Success
TXN001014,U13663,Regular,2/7/2026 17:37,2/14/2026 7:37,Weekend,Smile 3,Horror,BHD Pham Hung,VIP,2,"140,000","129,000","409,000",vietQR,0,Success
TXN001015,U62526,Regular,4/6/2026 10:34,4/12/2026 9:34,Weekend,Deadpool 4,Action,Lotte Landmark,IMAX,2,"160,000",0,"320,000",wallet,0,Failed
TXN001016,U68604,New,5/25/2026 16:16,5/28/2026 8:16,Weekday,Deadpool 4,Action,Galaxy Nguyen Du,Couple,4,"260,000","89,000","1,129,000",wallet,0,Success
TXN001017,U74963,Regular,5/14/2026 8:31,5/19/2026 17:31,Weekday,Moana 2,Animation,Lotte Cinema Q7,Standard,6,"80,000",0,"480,000",wallet,"20,000",Success
TXN001018,U29367,New,3/29/2026 7:05,4/3/2026 2:05,Weekday,Oppenheimer II,Drama,CGV Vincom,Standard,2,"85,000",0,"170,000",wallet,0,Success
TXN001019,U56805,New,5/4/2026 19:15,5/14/2026 1:15,Weekday,Oppenheimer II,Drama,BHD Star Bitexco,Standard,4,"85,000","89,000","429,000",wallet,0,Success
TXN001020,U67290,New,4/21/2026 5:54,4/23/2026 22:54,Weekday,Smile 3,Horror,Lotte Cinema Q7,Standard,2,"75,000","129,000","279,000",wallet,0,Success
TXN001021,U13617,Regular,5/31/2026 7:19,6/5/2026 0:19,Weekday,Wicked 2,Musical,CGV Aeon Mall,3D,2,"110,000",0,"220,000",wallet,0,Success
TXN001022,U75377,Member,4/7/2026 20:01,4/12/2026 4:01,Weekend,The Conjuring 4,Horror,BHD Star Bitexco,Standard,1,"80,000",0,"80,000",wallet,0,Refunded
TXN001023,U72573,New,2/13/2026 8:31,2/14/2026 15:31,Weekend,Smile 3,Horror,CGV Aeon Mall,Standard,2,"75,000","89,000","239,000",bank,0,Success
TXN001024,U38016,Regular,5/24/2026 19:22,6/3/2026 4:22,Weekday,The Conjuring 4,Horror,Galaxy Sala,IMAX,2,"170,000",0,"340,000",bank,"30,000",Success
TXN001025,U75617,Regular,5/4/2026 6:24,5/12/2026 23:24,Weekday,Dune: Part Three,Sci-Fi,CGV Aeon Mall,Standard,2,"80,000","49,000","209,000",bank,0,Success
TXN001026,U82331,Member,4/25/2026 8:54,4/26/2026 9:54,Weekend,Fast X Final,Action,CGV Aeon Mall,Standard,1,"75,000",0,"75,000",bank,0,Success
TXN001027,U88522,Member,3/3/2026 22:14,3/10/2026 12:14,Weekday,Moana 2,Animation,Galaxy Sala,IMAX,2,"170,000",0,"340,000",wallet,0,Success
TXN001028,U16415,VIP,1/24/2026 10:27,1/29/2026 8:27,Weekday,Nha Ba Nu 2,Comedy,BHD Pham Hung,Standard,2,"85,000","189,000","359,000",bank,"20,000",Success
TXN001029,U99202,Regular,3/30/2026 23:28,4/4/2026 0:28,Weekend,Wicked 2,Musical,Lotte Landmark,VIP,2,"140,000",0,"280,000",wallet,0,Success
TXN001030,U62241,New,1/16/2026 13:22,1/21/2026 19:22,Weekday,Wicked 2,Musical,Galaxy Nguyen Du,IMAX,1,"170,000",0,"170,000",vietQR,0,Success
TXN001031,U40437,Regular,2/22/2026 12:36,2/24/2026 5:36,Weekday,Avengers: Secret Wars,Action,Lotte Landmark,Standard,6,"80,000",0,"480,000",wallet,0,Success
TXN001032,U45262,Member,2/28/2026 13:53,3/6/2026 2:53,Weekday,The Conjuring 4,Horror,BHD Star Bitexco,VIP,1,"140,000",0,"140,000",wallet,0,Success
TXN001033,U99102,Regular,1/12/2026 2:15,1/19/2026 7:15,Weekday,Gladiator III,Action,Lotte Landmark,Standard,2,"80,000","89,000","249,000",wallet,0,Success
TXN001034,U80210,Member,3/13/2026 11:40,3/21/2026 16:40,Weekend,Deadpool 4,Action,CGV Vincom,3D,5,"115,000",0,"575,000",wallet,0,Success
TXN001035,U92217,Regular,1/2/2026 4:29,1/8/2026 23:29,Weekday,Nha Ba Nu 2,Comedy,CGV Vincom,Standard,1,"75,000",0,"75,000",wallet,0,Success
TXN001036,U98885,Regular,1/12/2026 16:53,1/13/2026 6:53,Weekday,La La Land 2,Romance,Galaxy Nguyen Du,3D,1,"110,000","129,000","239,000",wallet,0,Success
TXN001037,U43651,Regular,5/4/2026 14:22,5/13/2026 4:22,Weekday,Deadpool 4,Action,CGV Aeon Mall,Couple,2,"265,000",0,"530,000",bank,0,Success
TXN001038,U74647,New,4/6/2026 14:30,4/8/2026 2:30,Weekday,Joker 3,Crime,Lotte Cinema Q7,IMAX,2,"165,000","49,000","379,000",bank,"30,000",Success
TXN001039,U15539,New,2/14/2026 8:12,2/22/2026 11:12,Weekend,Wicked 2,Musical,Lotte Landmark,Standard,1,"80,000",0,"80,000",wallet,"50,000",Success
TXN001040,U91225,Regular,1/3/2026 7:47,1/3/2026 13:47,Weekend,Deadpool 4,Action,BHD Star Bitexco,Standard,4,"75,000",0,"300,000",wallet,0,Success
TXN001041,U53295,Regular,1/2/2026 22:41,1/11/2026 8:41,Weekend,Moana 2,Animation,Lotte Landmark,Standard,2,"75,000","129,000","279,000",wallet,0,Success
TXN001042,U42944,Regular,4/11/2026 17:20,4/15/2026 4:20,Weekday,Mai 2,Drama,CGV Vincom,Couple,5,"260,000",0,"1,300,000",wallet,"10,000",Failed
TXN001043,U80987,New,4/4/2026 16:40,4/14/2026 4:40,Weekday,Nha Ba Nu 2,Comedy,Galaxy Sala,Standard,3,"75,000","89,000","314,000",wallet,"20,000",Success
TXN001044,U34725,Regular,1/22/2026 23:19,1/23/2026 11:19,Weekday,Joker 3,Crime,Lotte Cinema Q7,3D,1,"110,000","49,000","159,000",wallet,0,Success
TXN001045,U86276,Regular,5/20/2026 4:52,5/27/2026 7:52,Weekday,Wicked 2,Musical,BHD Pham Hung,IMAX,1,"160,000",0,"160,000",bank,0,Success
TXN001046,U28011,VIP,2/25/2026 16:01,3/6/2026 6:01,Weekday,Fast X Final,Action,Lotte Landmark,VIP,4,"140,000","89,000","649,000",vietQR,"10,000",Success
TXN001047,U78607,Regular,5/16/2026 6:19,5/25/2026 11:19,Weekday,Fast X Final,Action,CGV Aeon Mall,Standard,2,"75,000","49,000","199,000",wallet,0,Success
TXN001048,U43603,Member,4/3/2026 12:33,4/6/2026 15:33,Weekday,Joker 3,Crime,Galaxy Nguyen Du,Standard,1,"75,000",0,"75,000",bank,0,Success
TXN001049,U52427,Regular,4/2/2026 11:28,4/10/2026 11:28,Weekday,Avengers: Secret Wars,Action,CGV Vincom,IMAX,3,"165,000",0,"495,000",wallet,0,Success
TXN001050,U26849,Regular,2/23/2026 18:18,2/27/2026 15:18,Weekday,La La Land 2,Romance,Lotte Landmark,Standard,1,"75,000","49,000","124,000",wallet,0,Success
TXN001051,U91634,Regular,3/23/2026 20:24,3/27/2026 10:24,Weekday,Inside Out 3,Animation,Galaxy Nguyen Du,VIP,4,"145,000",0,"580,000",wallet,0,Success
TXN001052,U26494,Regular,4/6/2026 16:42,4/9/2026 7:42,Weekday,The Conjuring 4,Horror,BHD Pham Hung,3D,6,"110,000","49,000","709,000",vietQR,0,Success
TXN001053,U99960,Regular,4/25/2026 8:32,4/27/2026 4:32,Weekday,Deadpool 4,Action,BHD Star Bitexco,Standard,2,"80,000",0,"160,000",bank,0,Success
TXN001054,U13651,Member,3/17/2026 12:53,3/27/2026 3:53,Weekday,Moana 2,Animation,Galaxy Nguyen Du,Standard,2,"75,000","49,000","199,000",vietQR,"10,000",Success
TXN001055,U39902,Regular,5/3/2026 7:24,5/5/2026 1:24,Weekday,Oppenheimer II,Drama,Galaxy Nguyen Du,Standard,3,"85,000",0,"255,000",wallet,0,Success
TXN001056,U30820,VIP,2/15/2026 1:21,2/16/2026 18:21,Weekday,Fast X Final,Action,BHD Pham Hung,Standard,2,"75,000","189,000","339,000",vietQR,0,Success
TXN001057,U57838,Member,4/16/2026 16:24,4/18/2026 22:24,Weekend,Dune: Part Three,Sci-Fi,Lotte Cinema Q7,Standard,2,"75,000","89,000","239,000",bank,0,Success
TXN001058,U64285,Regular,2/2/2026 7:37,2/5/2026 1:37,Weekday,Mai 2,Drama,BHD Star Bitexco,Standard,4,"85,000",0,"340,000",bank,0,Success
TXN001059,U67686,Regular,1/9/2026 16:25,1/11/2026 17:25,Weekend,Wicked 2,Musical,Galaxy Nguyen Du,3D,2,"110,000","129,000","349,000",wallet,"10,000",Success
TXN001060,U44427,Regular,4/13/2026 4:18,4/22/2026 21:18,Weekday,Wicked 2,Musical,BHD Star Bitexco,Standard,1,"85,000",0,"85,000",wallet,0,Refunded
TXN001061,U37131,Member,5/27/2026 3:17,5/28/2026 10:17,Weekday,Oppenheimer II,Drama,Lotte Cinema Q7,3D,2,"110,000",0,"220,000",wallet,"30,000",Success
TXN001062,U60169,VIP,4/17/2026 20:21,4/21/2026 22:21,Weekday,Gladiator III,Action,BHD Pham Hung,IMAX,2,"170,000","89,000","429,000",bank,0,Success
TXN001063,U57487,New,5/9/2026 2:08,5/9/2026 17:08,Weekend,Mai 2,Drama,Lotte Landmark,3D,2,"110,000","189,000","409,000",wallet,"10,000",Success
TXN001064,U23427,VIP,4/20/2026 22:37,4/26/2026 0:37,Weekend,Moana 2,Animation,Galaxy Sala,Couple,4,"260,000",0,"1,040,000",bank,0,Success
TXN001065,U22014,New,4/20/2026 11:17,4/29/2026 6:17,Weekday,Oppenheimer II,Drama,Lotte Landmark,3D,1,"120,000","189,000","309,000",wallet,0,Success
TXN001066,U47677,Member,3/3/2026 19:37,3/11/2026 12:37,Weekday,Wicked 2,Musical,BHD Pham Hung,3D,4,"115,000","89,000","549,000",vietQR,"10,000",Success
TXN001067,U74958,New,3/31/2026 23:10,4/4/2026 6:10,Weekend,Smile 3,Horror,BHD Pham Hung,Couple,2,"260,000",0,"520,000",wallet,0,Success
TXN001068,U11326,New,1/30/2026 8:39,2/7/2026 22:39,Weekend,Gladiator III,Action,BHD Star Bitexco,Standard,2,"75,000","129,000","279,000",bank,0,Success
TXN001069,U73621,Regular,4/22/2026 17:47,4/28/2026 16:47,Weekday,Avengers: Secret Wars,Action,Lotte Landmark,Standard,3,"85,000","189,000","444,000",wallet,0,Success
TXN001070,U72306,Member,5/5/2026 3:15,5/8/2026 7:15,Weekday,Wicked 2,Musical,Lotte Cinema Q7,Standard,1,"85,000",0,"85,000",wallet,0,Success
TXN001071,U27676,New,5/24/2026 23:41,5/27/2026 9:41,Weekday,The Conjuring 4,Horror,BHD Star Bitexco,Standard,2,"75,000","89,000","239,000",wallet,0,Success
TXN001072,U40613,Regular,4/15/2026 13:12,4/25/2026 9:12,Weekend,Mai 2,Drama,Galaxy Nguyen Du,VIP,4,"145,000",0,"580,000",vietQR,0,Success
TXN001073,U26729,VIP,5/26/2026 22:48,5/31/2026 2:48,Weekend,Avengers: Secret Wars,Action,BHD Pham Hung,3D,1,"120,000",0,"120,000",bank,0,Success
TXN001074,U78344,Regular,2/10/2026 6:32,2/19/2026 21:32,Weekday,Nha Ba Nu 2,Comedy,Galaxy Sala,Standard,5,"85,000",0,"425,000",vietQR,0,Success
TXN001075,U81827,Regular,2/19/2026 2:08,2/28/2026 9:08,Weekend,Gladiator III,Action,Galaxy Nguyen Du,VIP,4,"140,000","49,000","609,000",vietQR,"20,000",Success
TXN001076,U57627,Regular,1/24/2026 3:23,1/30/2026 14:23,Weekday,Mai 2,Drama,Galaxy Sala,3D,5,"110,000",0,"550,000",wallet,"10,000",Success
TXN001077,U67377,VIP,2/8/2026 21:17,2/13/2026 11:17,Weekday,Dune: Part Three,Sci-Fi,Galaxy Nguyen Du,Standard,2,"85,000",0,"170,000",bank,0,Success
TXN001078,U46153,Regular,1/24/2026 15:16,1/27/2026 1:16,Weekday,Dune: Part Three,Sci-Fi,CGV Vincom,VIP,3,"140,000",0,"420,000",vietQR,0,Success
TXN001079,U20366,New,1/1/2026 8:02,1/6/2026 7:02,Weekday,Deadpool 4,Action,BHD Star Bitexco,Standard,5,"80,000","129,000","529,000",bank,0,Success
TXN001080,U35632,Regular,3/17/2026 21:36,3/24/2026 16:36,Weekday,Fast X Final,Action,Lotte Cinema Q7,VIP,3,"150,000","129,000","579,000",wallet,0,Failed
TXN001081,U17172,Regular,2/15/2026 18:11,2/20/2026 12:11,Weekday,Oppenheimer II,Drama,Galaxy Sala,Standard,4,"75,000","49,000","349,000",wallet,"20,000",Success
TXN001082,U23650,New,1/19/2026 9:14,1/22/2026 7:14,Weekday,Wicked 2,Musical,CGV Aeon Mall,Couple,3,"270,000","89,000","899,000",wallet,0,Success
TXN001083,U73075,Regular,4/11/2026 17:17,4/19/2026 0:17,Weekend,Wicked 2,Musical,Lotte Cinema Q7,Couple,1,"265,000",0,"265,000",wallet,0,Success
TXN001084,U16173,Member,2/26/2026 23:56,3/5/2026 22:56,Weekday,Smile 3,Horror,Lotte Cinema Q7,Standard,2,"80,000",0,"160,000",wallet,0,Success
TXN001085,U27449,Member,4/29/2026 16:51,5/3/2026 14:51,Weekend,Gladiator III,Action,CGV Vincom,Standard,2,"75,000","89,000","239,000",vietQR,0,Refunded
TXN001086,U36096,Member,1/16/2026 4:20,1/20/2026 8:20,Weekday,Dune: Part Three,Sci-Fi,CGV Vincom,VIP,2,"150,000",0,"300,000",vietQR,"20,000",Success
TXN001087,U67270,VIP,4/17/2026 10:30,4/21/2026 1:30,Weekday,Oppenheimer II,Drama,Lotte Cinema Q7,IMAX,4,"160,000","49,000","689,000",vietQR,"10,000",Success
TXN001088,U29148,Regular,2/17/2026 0:40,2/19/2026 1:40,Weekday,Dune: Part Three,Sci-Fi,Lotte Cinema Q7,Standard,3,"80,000","129,000","369,000",wallet,0,Success
TXN001089,U35629,Member,3/30/2026 11:06,4/6/2026 1:06,Weekday,Wicked 2,Musical,CGV Vincom,3D,2,"110,000",0,"220,000",wallet,0,Success
TXN001090,U91279,New,3/4/2026 10:56,3/6/2026 14:56,Weekday,Mai 2,Drama,Lotte Landmark,3D,1,"110,000",0,"110,000",vietQR,0,Success
TXN001091,U76825,Regular,4/2/2026 10:21,4/8/2026 17:21,Weekday,Deadpool 4,Action,Lotte Cinema Q7,3D,2,"115,000","49,000","279,000",wallet,0,Success
TXN001092,U56876,Regular,4/9/2026 22:38,4/11/2026 6:38,Weekend,Dune: Part Three,Sci-Fi,Lotte Landmark,3D,2,"110,000",0,"220,000",bank,0,Success
TXN001093,U81026,Member,5/5/2026 7:19,5/11/2026 2:19,Weekday,Nha Ba Nu 2,Comedy,CGV Vincom,IMAX,2,"160,000",0,"320,000",bank,0,Success
TXN001094,U91573,New,4/19/2026 5:14,4/29/2026 4:14,Weekday,La La Land 2,Romance,Galaxy Nguyen Du,Standard,2,"75,000","89,000","239,000",vietQR,0,Success
TXN001095,U46623,Regular,3/1/2026 21:23,3/3/2026 9:23,Weekday,Deadpool 4,Action,Lotte Cinema Q7,Standard,1,"75,000","189,000","264,000",wallet,"10,000",Failed
TXN001096,U91745,New,1/20/2026 18:54,1/21/2026 22:54,Weekday,Nha Ba Nu 2,Comedy,CGV Aeon Mall,VIP,5,"140,000",0,"700,000",wallet,"20,000",Success
TXN001097,U79513,Member,4/26/2026 5:09,4/27/2026 23:09,Weekday,Dune: Part Three,Sci-Fi,Lotte Landmark,IMAX,1,"160,000","189,000","349,000",wallet,0,Success
TXN001098,U53828,Regular,1/7/2026 13:33,1/11/2026 9:33,Weekend,Oppenheimer II,Drama,CGV Vincom,VIP,3,"150,000",0,"450,000",wallet,0,Success
TXN001099,U59153,Regular,4/8/2026 19:11,4/11/2026 11:11,Weekend,Dune: Part Three,Sci-Fi,Galaxy Sala,3D,2,"115,000",0,"230,000",vietQR,0,Success
TXN001100,U15270,Regular,2/16/2026 14:39,2/24/2026 14:39,Weekday,Dune: Part Three,Sci-Fi,Lotte Landmark,3D,3,"110,000",0,"330,000",vietQR,0,Success
TXN001101,U57515,VIP,1/7/2026 17:19,1/17/2026 10:19,Weekend,Dune: Part Three,Sci-Fi,Lotte Landmark,Couple,1,"260,000",0,"260,000",vietQR,"20,000",Success
TXN001102,U22603,VIP,1/10/2026 20:20,1/14/2026 1:20,Weekday,Dune: Part Three,Sci-Fi,Lotte Cinema Q7,3D,2,"120,000","49,000","289,000",bank,0,Success
TXN001103,U27320,New,4/12/2026 10:38,4/13/2026 14:38,Weekday,Joker 3,Crime,Lotte Cinema Q7,3D,2,"110,000",0,"220,000",bank,0,Success
TXN001104,U19282,Member,2/17/2026 12:02,2/23/2026 13:02,Weekday,Oppenheimer II,Drama,BHD Pham Hung,VIP,1,"150,000","189,000","339,000",bank,"20,000",Success
TXN001105,U24408,Regular,4/4/2026 17:36,4/6/2026 18:36,Weekday,The Conjuring 4,Horror,Galaxy Sala,Standard,4,"80,000","49,000","369,000",bank,0,Refunded
TXN001106,U11090,Member,4/23/2026 0:02,4/25/2026 3:02,Weekend,Fast X Final,Action,BHD Pham Hung,Couple,1,"260,000",0,"260,000",bank,0,Success
TXN001107,U29566,Regular,1/3/2026 2:21,1/5/2026 6:21,Weekday,Fast X Final,Action,Galaxy Nguyen Du,Standard,2,"80,000",0,"160,000",vietQR,0,Success
TXN001108,U81871,Regular,1/25/2026 12:51,1/26/2026 20:51,Weekday,La La Land 2,Romance,Lotte Landmark,Standard,1,"85,000",0,"85,000",bank,0,Success
TXN001109,U37238,New,5/6/2026 7:55,5/13/2026 6:55,Weekday,The Conjuring 4,Horror,Lotte Landmark,3D,4,"110,000",0,"440,000",wallet,0,Success
TXN001110,U32788,VIP,1/17/2026 1:04,1/24/2026 0:04,Weekend,Nha Ba Nu 2,Comedy,CGV Vincom,Standard,3,"75,000",0,"225,000",wallet,0,Success
TXN001111,U54800,Regular,2/27/2026 13:00,3/3/2026 15:00,Weekday,The Conjuring 4,Horror,Lotte Landmark,3D,2,"110,000",0,"220,000",bank,"10,000",Success
TXN001112,U34532,Member,5/20/2026 23:49,5/27/2026 13:49,Weekday,The Conjuring 4,Horror,Lotte Cinema Q7,Standard,6,"80,000","189,000","669,000",bank,0,Success
TXN001113,U80789,VIP,2/11/2026 11:25,2/16/2026 1:25,Weekday,Fast X Final,Action,CGV Vincom,Standard,4,"75,000",0,"300,000",vietQR,0,Success
TXN001114,U88146,Regular,2/20/2026 15:18,3/1/2026 3:18,Weekend,Oppenheimer II,Drama,BHD Pham Hung,3D,2,"110,000","49,000","269,000",vietQR,0,Success
TXN001115,U39538,New,4/28/2026 19:19,5/7/2026 17:19,Weekday,Deadpool 4,Action,Galaxy Nguyen Du,Standard,2,"80,000","89,000","249,000",vietQR,"10,000",Success
TXN001116,U52256,Member,3/6/2026 18:34,3/13/2026 19:34,Weekday,Wicked 2,Musical,BHD Pham Hung,3D,1,"110,000",0,"110,000",bank,0,Success
TXN001117,U62400,Member,1/4/2026 5:06,1/7/2026 0:06,Weekday,Gladiator III,Action,CGV Aeon Mall,Standard,4,"80,000",0,"320,000",wallet,0,Success
TXN001118,U83127,Member,2/19/2026 3:32,2/24/2026 7:32,Weekday,Nha Ba Nu 2,Comedy,Galaxy Nguyen Du,3D,2,"110,000",0,"220,000",bank,0,Success
TXN001119,U52480,Regular,2/13/2026 16:32,2/19/2026 3:32,Weekday,Wicked 2,Musical,CGV Vincom,Standard,3,"85,000","49,000","304,000",bank,0,Success
TXN001120,U43536,Member,4/6/2026 2:59,4/15/2026 22:59,Weekday,Gladiator III,Action,Galaxy Nguyen Du,VIP,1,"150,000",0,"150,000",vietQR,0,Success
TXN001121,U20862,VIP,4/5/2026 0:28,4/8/2026 20:28,Weekday,Dune: Part Three,Sci-Fi,Lotte Landmark,Standard,1,"80,000",0,"80,000",vietQR,0,Success
TXN001122,U41005,Regular,1/6/2026 19:37,1/9/2026 20:37,Weekday,Nha Ba Nu 2,Comedy,Lotte Cinema Q7,Couple,2,"260,000","89,000","609,000",bank,0,Success
