session_tracking_id,user_id,event_id,screen_name,event_name,event_type,tracking_time,event_sequence,platform,app_version,device_model,network,user_segment,duration_ms
SES000126,U28426,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-15 12:49:21,13,iOS,4.0.0,iPhone 15,Wifi,Regular,"24,110"
SES000126,U28426,1024.013,Chọn Bắp Nước,chọn bắp nước,click,2026-05-15 12:50:01,14,iOS,4.0.0,iPhone 15,Wifi,Regular,"38,590"
SES000126,U28426,1024.014,Chọn Bắp Nước,bấm tiếp tục màn hình chọn bắp nước,click,2026-05-15 12:50:13,15,iOS,4.0.0,iPhone 15,Wifi,Regular,"18,207"
SES000126,U28426,1025.015,Confirm,load màn hình confirm,view,2026-05-15 12:51:11,16,iOS,4.0.0,iPhone 15,Wifi,Regular,"44,222"
SES000126,U28426,1025.016,Confirm,bấm xác nhận tại màn hình confirm,click,2026-05-15 12:51:16,17,iOS,4.0.0,iPhone 15,Wifi,Regular,"41,780"
SES000126,U28426,1026.017,Thanh Toán,load màn hình thanh toán,view,2026-05-15 12:52:11,18,iOS,4.0.0,iPhone 15,Wifi,Regular,"11,699"
SES000127,U85052,1020.000,Movie Home,load màn hình Movie home,view,2026-05-06 04:08:18,1,Android,3.8.1,Xiaomi 13,5G,Member,"22,560"
SES000127,U85052,1020.001,Movie Home,click chọn phim,click,2026-05-06 04:09:32,2,Android,3.8.1,Xiaomi 13,5G,Member,"24,841"
SES000127,U85052,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-06 04:10:01,3,Android,3.8.1,Xiaomi 13,5G,Member,"42,716"
SES000127,U85052,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-06 04:10:07,4,Android,3.8.1,Xiaomi 13,5G,Member,"12,112"
SES000127,U85052,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-06 04:11:02,5,Android,3.8.1,Xiaomi 13,5G,Member,"20,778"
SES000127,U85052,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-06 04:11:13,6,Android,3.8.1,Xiaomi 13,5G,Member,"34,260"
SES000128,U48563,1020.000,Movie Home,load màn hình Movie home,view,2026-05-25 10:21:15,1,iOS,3.8.1,iPhone SE,Wifi,Regular,"18,694"
SES000129,U13325,1020.000,Movie Home,load màn hình Movie home,view,2026-05-29 14:03:27,1,Android,3.9.0,Samsung A54,5G,Regular,"4,412"
SES000129,U13325,1020.001,Movie Home,click chọn phim,click,2026-05-29 14:04:55,2,Android,3.9.0,Samsung A54,5G,Regular,"16,419"
SES000129,U13325,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-29 14:05:45,3,Android,3.9.0,Samsung A54,5G,Regular,"31,014"
SES000129,U13325,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-29 14:06:07,4,Android,3.9.0,Samsung A54,5G,Regular,"31,014"
SES000129,U13325,1021.003,Phim Detail,Click xem trailer,click,2026-05-29 14:06:11,5,Android,3.9.0,Samsung A54,5G,Regular,"22,768"
SES000129,U13325,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-29 14:06:51,6,Android,3.9.0,Samsung A54,5G,Regular,"42,831"
SES000129,U13325,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-29 14:08:14,7,Android,3.9.0,Samsung A54,5G,Regular,"3,630"
SES000129,U13325,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-29 14:09:32,8,Android,3.9.0,Samsung A54,5G,Regular,"24,096"
SES000129,U13325,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-29 14:10:54,9,Android,3.9.0,Samsung A54,5G,Regular,"18,318"
SES000129,U13325,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-29 14:11:10,10,Android,3.9.0,Samsung A54,5G,Regular,"7,659"
SES000130,U36998,1020.000,Movie Home,load màn hình Movie home,view,2026-05-04 22:36:23,1,Android,3.9.0,Vivo V27,4G,New,"16,812"
SES000130,U36998,1020.001,Movie Home,click chọn phim,click,2026-05-04 22:36:53,2,Android,3.9.0,Vivo V27,4G,New,"16,778"
SES000130,U36998,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-04 22:37:49,3,Android,3.9.0,Vivo V27,4G,New,"29,499"
SES000130,U36998,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-04 22:38:25,4,Android,3.9.0,Vivo V27,4G,New,"31,572"
SES000130,U36998,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-04 22:39:42,5,Android,3.9.0,Vivo V27,4G,New,"6,169"
SES000130,U36998,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-04 22:40:38,6,Android,3.9.0,Vivo V27,4G,New,"42,762"
SES000130,U36998,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-04 22:41:12,7,Android,3.9.0,Vivo V27,4G,New,"28,521"
SES000130,U36998,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-04 22:41:27,8,Android,3.9.0,Vivo V27,4G,New,"13,333"
SES000130,U36998,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-04 22:42:48,9,Android,3.9.0,Vivo V27,4G,New,"14,694"
SES000130,U36998,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-04 22:43:21,10,Android,3.9.0,Vivo V27,4G,New,"2,541"
SES000130,U36998,1023.013,Chọn Ghế,chọn ghế,click,2026-05-04 22:44:38,11,Android,3.9.0,Vivo V27,4G,New,"26,169"
SES000130,U36998,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-04 22:45:37,12,Android,3.9.0,Vivo V27,4G,New,"33,276"
SES000130,U36998,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-04 22:46:38,13,Android,3.9.0,Vivo V27,4G,New,"25,818"
SES000130,U36998,1024.014,Chọn Bắp Nước,bấm tiếp tục màn hình chọn bắp nước,click,2026-05-04 22:47:32,14,Android,3.9.0,Vivo V27,4G,New,"36,344"
SES000130,U36998,1025.015,Confirm,load màn hình confirm,view,2026-05-04 22:48:21,15,Android,3.9.0,Vivo V27,4G,New,"22,781"
SES000130,U36998,1025.016,Confirm,bấm xác nhận tại màn hình confirm,click,2026-05-04 22:48:55,16,Android,3.9.0,Vivo V27,4G,New,"35,017"
SES000130,U36998,1026.017,Thanh Toán,load màn hình thanh toán,view,2026-05-04 22:49:58,17,Android,3.9.0,Vivo V27,4G,New,"23,793"
SES000130,U36998,1026.018,Thanh Toán,bấm xác nhận trên màn hình thanh toán,submit,2026-05-04 22:50:19,18,Android,3.9.0,Vivo V27,4G,New,"10,154"
SES000131,U11527,1020.000,Movie Home,load màn hình Movie home,view,2026-05-16 05:52:36,1,iOS,4.1.2,iPhone 14,Wifi,Member,"9,819"
SES000132,U22250,1020.000,Movie Home,load màn hình Movie home,view,2026-05-05 11:24:20,1,Android,3.9.0,Xiaomi 13,Wifi,New,"2,684"
SES000132,U22250,1020.001,Movie Home,click chọn phim,click,2026-05-05 11:25:30,2,Android,3.9.0,Xiaomi 13,Wifi,New,"19,096"
SES000132,U22250,1020.005,Movie Home,click đặt vé phim trên Movie home,click,2026-05-05 11:26:51,3,Android,3.9.0,Xiaomi 13,Wifi,New,"15,415"
SES000132,U22250,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-05 11:27:09,4,Android,3.9.0,Xiaomi 13,Wifi,New,"24,575"
SES000132,U22250,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-05 11:27:54,5,Android,3.9.0,Xiaomi 13,Wifi,New,"23,136"
SES000133,U21599,1020.000,Movie Home,load màn hình Movie home,view,2026-05-28 12:55:05,1,iOS,4.0.0,iPhone SE,4G,Regular,"39,717"
SES000133,U21599,1020.001,Movie Home,click chọn phim,click,2026-05-28 12:56:27,2,iOS,4.0.0,iPhone SE,4G,Regular,"23,296"
SES000133,U21599,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-28 12:57:25,3,iOS,4.0.0,iPhone SE,4G,Regular,"5,058"
SES000133,U21599,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-28 12:57:45,4,iOS,4.0.0,iPhone SE,4G,Regular,"6,146"
SES000133,U21599,1021.003,Phim Detail,Click xem trailer,click,2026-05-28 12:58:39,5,iOS,4.0.0,iPhone SE,4G,Regular,"3,400"
SES000133,U21599,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-28 12:59:44,6,iOS,4.0.0,iPhone SE,4G,Regular,"12,701"
SES000133,U21599,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-28 13:00:01,7,iOS,4.0.0,iPhone SE,4G,Regular,"7,838"
SES000133,U21599,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-28 13:00:44,8,iOS,4.0.0,iPhone SE,4G,Regular,624
SES000134,U19012,1020.000,Movie Home,load màn hình Movie home,view,2026-05-01 13:04:47,1,iOS,3.9.0,iPhone 13,4G,Regular,"31,381"
SES000134,U19012,1020.004,Movie Home,Click xem tất cả phim,click,2026-05-01 13:06:10,2,iOS,3.9.0,iPhone 13,4G,Regular,"27,533"
SES000134,U19012,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-01 13:07:39,3,iOS,3.9.0,iPhone 13,4G,Regular,"36,076"
SES000134,U19012,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-01 13:09:09,4,iOS,3.9.0,iPhone 13,4G,Regular,"31,294"
SES000134,U19012,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-01 13:09:28,5,iOS,3.9.0,iPhone 13,4G,Regular,"14,195"
SES000134,U19012,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-01 13:10:23,6,iOS,3.9.0,iPhone 13,4G,Regular,"44,284"
SES000134,U19012,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-01 13:11:11,7,iOS,3.9.0,iPhone 13,4G,Regular,"35,481"
SES000134,U19012,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-01 13:11:40,8,iOS,3.9.0,iPhone 13,4G,Regular,"1,467"
SES000134,U19012,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-01 13:11:44,9,iOS,3.9.0,iPhone 13,4G,Regular,"3,050"
SES000134,U19012,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-01 13:13:09,10,iOS,3.9.0,iPhone 13,4G,Regular,"38,607"
SES000134,U19012,1023.013,Chọn Ghế,chọn ghế,click,2026-05-01 13:13:12,11,iOS,3.9.0,iPhone 13,4G,Regular,"42,835"
SES000134,U19012,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-01 13:14:27,12,iOS,3.9.0,iPhone 13,4G,Regular,747
SES000134,U19012,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-01 13:15:10,13,iOS,3.9.0,iPhone 13,4G,Regular,"2,189"
SES000134,U19012,1024.013,Chọn Bắp Nước,chọn bắp nước,click,2026-05-01 13:15:13,14,iOS,3.9.0,iPhone 13,4G,Regular,"43,580"
SES000134,U19012,1024.014,Chọn Bắp Nước,bấm tiếp tục màn hình chọn bắp nước,click,2026-05-01 13:15:41,15,iOS,3.9.0,iPhone 13,4G,Regular,"35,853"
SES000134,U19012,1025.015,Confirm,load màn hình confirm,view,2026-05-01 13:16:18,16,iOS,3.9.0,iPhone 13,4G,Regular,"19,855"
SES000135,U73849,1020.000,Movie Home,load màn hình Movie home,view,2026-05-08 12:42:01,1,Android,4.1.2,Pixel 7,Wifi,New,"7,281"
SES000135,U73849,1020.001,Movie Home,click chọn phim,click,2026-05-08 12:42:34,2,Android,4.1.2,Pixel 7,Wifi,New,"26,974"
SES000135,U73849,1020.005,Movie Home,click đặt vé phim trên Movie home,click,2026-05-08 12:43:49,3,Android,4.1.2,Pixel 7,Wifi,New,"42,727"
SES000135,U73849,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-08 12:44:49,4,Android,4.1.2,Pixel 7,Wifi,New,"1,284"
SES000135,U73849,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-08 12:45:27,5,Android,4.1.2,Pixel 7,Wifi,New,"35,615"
SES000135,U73849,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-08 12:46:23,6,Android,4.1.2,Pixel 7,Wifi,New,"26,822"
SES000135,U73849,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-08 12:46:30,7,Android,4.1.2,Pixel 7,Wifi,New,"24,645"
SES000135,U73849,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-08 12:47:24,8,Android,4.1.2,Pixel 7,Wifi,New,"14,600"
SES000135,U73849,1023.013,Chọn Ghế,chọn ghế,click,2026-05-08 12:48:37,9,Android,4.1.2,Pixel 7,Wifi,New,"28,778"
SES000135,U73849,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-08 12:49:47,10,Android,4.1.2,Pixel 7,Wifi,New,"28,552"
SES000135,U73849,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-08 12:50:07,11,Android,4.1.2,Pixel 7,Wifi,New,"29,734"
SES000135,U73849,1024.013,Chọn Bắp Nước,chọn bắp nước,click,2026-05-08 12:50:17,12,Android,4.1.2,Pixel 7,Wifi,New,"23,002"
SES000135,U73849,1024.014,Chọn Bắp Nước,bấm tiếp tục màn hình chọn bắp nước,click,2026-05-08 12:51:18,13,Android,4.1.2,Pixel 7,Wifi,New,"29,836"
SES000135,U73849,1025.015,Confirm,load màn hình confirm,view,2026-05-08 12:52:41,14,Android,4.1.2,Pixel 7,Wifi,New,"41,928"
SES000135,U73849,1025.016,Confirm,bấm xác nhận tại màn hình confirm,click,2026-05-08 12:52:47,15,Android,4.1.2,Pixel 7,Wifi,New,"29,313"
SES000135,U73849,1026.017,Thanh Toán,load màn hình thanh toán,view,2026-05-08 12:53:11,16,Android,4.1.2,Pixel 7,Wifi,New,"13,873"
SES000135,U73849,1026.018,Thanh Toán,bấm xác nhận trên màn hình thanh toán,submit,2026-05-08 12:54:15,17,Android,4.1.2,Pixel 7,Wifi,New,"32,042"
SES000136,U95221,1020.000,Movie Home,load màn hình Movie home,view,2026-05-14 00:34:33,1,Android,4.1.3,Pixel 7,Wifi,Member,543
SES000136,U95221,1020.001,Movie Home,click chọn phim,click,2026-05-14 00:35:22,2,Android,4.1.3,Pixel 7,Wifi,Member,"30,862"
SES000136,U95221,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-14 00:35:45,3,Android,4.1.3,Pixel 7,Wifi,Member,764
SES000136,U95221,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-14 00:36:44,4,Android,4.1.3,Pixel 7,Wifi,Member,"33,640"
SES000136,U95221,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-14 00:37:21,5,Android,4.1.3,Pixel 7,Wifi,Member,"43,755"
SES000136,U95221,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-14 00:37:49,6,Android,4.1.3,Pixel 7,Wifi,Member,"31,164"
SES000136,U95221,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-14 00:38:01,7,Android,4.1.3,Pixel 7,Wifi,Member,"8,427"
SES000136,U95221,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-14 00:39:11,8,Android,4.1.3,Pixel 7,Wifi,Member,"1,860"
SES000136,U95221,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-14 00:40:15,9,Android,4.1.3,Pixel 7,Wifi,Member,"43,176"
SES000136,U95221,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-14 00:40:43,10,Android,4.1.3,Pixel 7,Wifi,Member,"10,007"
SES000136,U95221,1023.013,Chọn Ghế,chọn ghế,click,2026-05-14 00:41:24,11,Android,4.1.3,Pixel 7,Wifi,Member,"12,371"
SES000136,U95221,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-14 00:42:07,12,Android,4.1.3,Pixel 7,Wifi,Member,"43,686"
SES000136,U95221,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-14 00:42:22,13,Android,4.1.3,Pixel 7,Wifi,Member,"38,432"
SES000136,U95221,1024.013,Chọn Bắp Nước,chọn bắp nước,click,2026-05-14 00:43:43,14,Android,4.1.3,Pixel 7,Wifi,Member,"27,890"
SES000136,U95221,1024.014,Chọn Bắp Nước,bấm tiếp tục màn hình chọn bắp nước,click,2026-05-14 00:44:52,15,Android,4.1.3,Pixel 7,Wifi,Member,"38,496"
SES000136,U95221,1025.015,Confirm,load màn hình confirm,view,2026-05-14 00:46:14,16,Android,4.1.3,Pixel 7,Wifi,Member,"8,835"
SES000136,U95221,1025.016,Confirm,bấm xác nhận tại màn hình confirm,click,2026-05-14 00:46:49,17,Android,4.1.3,Pixel 7,Wifi,Member,"29,461"
SES000136,U95221,1026.017,Thanh Toán,load màn hình thanh toán,view,2026-05-14 00:46:51,18,Android,4.1.3,Pixel 7,Wifi,Member,"25,327"
SES000136,U95221,1026.018,Thanh Toán,bấm xác nhận trên màn hình thanh toán,submit,2026-05-14 00:47:44,19,Android,4.1.3,Pixel 7,Wifi,Member,"6,939"
SES000137,U92480,1020.000,Movie Home,load màn hình Movie home,view,2026-05-02 00:34:57,1,iOS,4.1.2,iPhone SE,Wifi,VIP,"10,969"
SES000137,U92480,1020.001,Movie Home,click chọn phim,click,2026-05-02 00:35:41,2,iOS,4.1.2,iPhone SE,Wifi,VIP,"35,745"
SES000137,U92480,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-02 00:35:44,3,iOS,4.1.2,iPhone SE,Wifi,VIP,"14,118"
SES000138,U55424,1020.000,Movie Home,load màn hình Movie home,view,2026-05-08 16:46:12,1,Android,3.9.0,Pixel 7,Wifi,New,"6,074"
SES000138,U55424,1020.001,Movie Home,click chọn phim,click,2026-05-08 16:47:34,2,Android,3.9.0,Pixel 7,Wifi,New,"14,894"
SES000138,U55424,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-08 16:48:37,3,Android,3.9.0,Pixel 7,Wifi,New,"21,109"
SES000138,U55424,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-08 16:49:39,4,Android,3.9.0,Pixel 7,Wifi,New,"43,221"
SES000138,U55424,1021.003,Phim Detail,Click xem trailer,click,2026-05-08 16:50:12,5,Android,3.9.0,Pixel 7,Wifi,New,"44,984"
SES000138,U55424,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-08 16:50:19,6,Android,3.9.0,Pixel 7,Wifi,New,"4,896"
SES000138,U55424,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-08 16:50:34,7,Android,3.9.0,Pixel 7,Wifi,New,"24,406"
SES000138,U55424,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-08 16:51:03,8,Android,3.9.0,Pixel 7,Wifi,New,"30,395"
SES000138,U55424,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-08 16:51:34,9,Android,3.9.0,Pixel 7,Wifi,New,"18,678"
SES000138,U55424,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-08 16:52:52,10,Android,3.9.0,Pixel 7,Wifi,New,"10,494"
SES000138,U55424,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-08 16:53:37,11,Android,3.9.0,Pixel 7,Wifi,New,"5,974"
SES000138,U55424,1023.013,Chọn Ghế,chọn ghế,click,2026-05-08 16:53:58,12,Android,3.9.0,Pixel 7,Wifi,New,"42,625"
SES000138,U55424,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-08 16:54:08,13,Android,3.9.0,Pixel 7,Wifi,New,"9,123"
SES000138,U55424,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-08 16:55:20,14,Android,3.9.0,Pixel 7,Wifi,New,"22,871"
SES000138,U55424,1024.013,Chọn Bắp Nước,chọn bắp nước,click,2026-05-08 16:56:50,15,Android,3.9.0,Pixel 7,Wifi,New,"43,101"
SES000138,U55424,1024.014,Chọn Bắp Nước,bấm tiếp tục màn hình chọn bắp nước,click,2026-05-08 16:58:06,16,Android,3.9.0,Pixel 7,Wifi,New,"5,758"
SES000138,U55424,1025.015,Confirm,load màn hình confirm,view,2026-05-08 16:58:17,17,Android,3.9.0,Pixel 7,Wifi,New,"32,068"
SES000138,U55424,1025.016,Confirm,bấm xác nhận tại màn hình confirm,click,2026-05-08 16:59:07,18,Android,3.9.0,Pixel 7,Wifi,New,"30,527"
SES000138,U55424,1026.017,Thanh Toán,load màn hình thanh toán,view,2026-05-08 16:59:40,19,Android,3.9.0,Pixel 7,Wifi,New,"31,811"
SES000138,U55424,1026.018,Thanh Toán,bấm xác nhận trên màn hình thanh toán,submit,2026-05-08 16:59:41,20,Android,3.9.0,Pixel 7,Wifi,New,"10,855"
SES000139,U15876,1020.000,Movie Home,load màn hình Movie home,view,2026-05-23 16:45:16,1,Android,4.0.0,Pixel 7,5G,Regular,"11,960"
SES000139,U15876,1020.001,Movie Home,click chọn phim,click,2026-05-23 16:46:09,2,Android,4.0.0,Pixel 7,5G,Regular,"10,390"
SES000139,U15876,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-23 16:46:21,3,Android,4.0.0,Pixel 7,5G,Regular,"24,957"
SES000139,U15876,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-23 16:47:25,4,Android,4.0.0,Pixel 7,5G,Regular,"44,969"
SES000139,U15876,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-23 16:48:50,5,Android,4.0.0,Pixel 7,5G,Regular,"6,554"
SES000139,U15876,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-23 16:49:47,6,Android,4.0.0,Pixel 7,5G,Regular,"8,111"
SES000139,U15876,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-23 16:50:22,7,Android,4.0.0,Pixel 7,5G,Regular,"28,083"
SES000139,U15876,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-23 16:50:40,8,Android,4.0.0,Pixel 7,5G,Regular,656
SES000139,U15876,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-23 16:51:40,9,Android,4.0.0,Pixel 7,5G,Regular,"33,627"
SES000139,U15876,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-23 16:53:00,10,Android,4.0.0,Pixel 7,5G,Regular,"39,164"
SES000139,U15876,1023.013,Chọn Ghế,chọn ghế,click,2026-05-23 16:54:06,11,Android,4.0.0,Pixel 7,5G,Regular,"6,488"
SES000139,U15876,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-23 16:55:21,12,Android,4.0.0,Pixel 7,5G,Regular,"36,338"
SES000139,U15876,1024.015,Chọn Bắp Nước,load màn hình chọn bắp nước,view,2026-05-23 16:56:17,13,Android,4.0.0,Pixel 7,5G,Regular,"6,387"
SES000139,U15876,1024.014,Chọn Bắp Nước,bấm tiếp tục màn hình chọn bắp nước,click,2026-05-23 16:57:37,14,Android,4.0.0,Pixel 7,5G,Regular,"11,252"
SES000140,U14709,1020.000,Movie Home,load màn hình Movie home,view,2026-05-22 01:32:53,1,Android,4.1.3,Samsung S23,4G,New,"31,496"
SES000140,U14709,1020.001,Movie Home,click chọn phim,click,2026-05-22 01:33:20,2,Android,4.1.3,Samsung S23,4G,New,"26,315"
SES000140,U14709,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-22 01:34:38,3,Android,4.1.3,Samsung S23,4G,New,"19,609"
SES000141,U24592,1020.000,Movie Home,load màn hình Movie home,view,2026-05-13 23:37:09,1,Android,4.0.0,Oppo Reno8,Wifi,Regular,"33,127"
SES000141,U24592,1020.001,Movie Home,click chọn phim,click,2026-05-13 23:37:58,2,Android,4.0.0,Oppo Reno8,Wifi,Regular,"4,151"
SES000141,U24592,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-13 23:38:32,3,Android,4.0.0,Oppo Reno8,Wifi,Regular,"2,371"
SES000142,U98765,1020.000,Movie Home,load màn hình Movie home,view,2026-05-08 19:03:14,1,iOS,4.1.2,iPhone 14,4G,Member,"18,060"
SES000142,U98765,1020.001,Movie Home,click chọn phim,click,2026-05-08 19:03:48,2,iOS,4.1.2,iPhone 14,4G,Member,"39,896"
SES000142,U98765,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-08 19:04:48,3,iOS,4.1.2,iPhone 14,4G,Member,"32,204"
SES000143,U57088,1020.000,Movie Home,load màn hình Movie home,view,2026-05-02 13:48:58,1,iOS,3.8.1,iPhone 13,4G,Member,"22,937"
SES000143,U57088,1020.001,Movie Home,click chọn phim,click,2026-05-02 13:49:25,2,iOS,3.8.1,iPhone 13,4G,Member,"15,712"
SES000143,U57088,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-02 13:49:56,3,iOS,3.8.1,iPhone 13,4G,Member,"22,233"
SES000144,U37604,1020.000,Movie Home,load màn hình Movie home,view,2026-05-04 20:28:13,1,iOS,3.8.1,iPhone 12,4G,Member,"8,418"
SES000144,U37604,1020.001,Movie Home,click chọn phim,click,2026-05-04 20:28:34,2,iOS,3.8.1,iPhone 12,4G,Member,"14,514"
SES000144,U37604,1020.002,Movie Home,click xem chi tiết phim,click,2026-05-04 20:28:52,3,iOS,3.8.1,iPhone 12,4G,Member,"13,334"
SES000144,U37604,1021.007,Phim Detail,load màn hình phim detail,view,2026-05-04 20:29:23,4,iOS,3.8.1,iPhone 12,4G,Member,"22,433"
SES000144,U37604,1021.006,Phim Detail,click đặt vé phim trên phim detail,click,2026-05-04 20:30:39,5,iOS,3.8.1,iPhone 12,4G,Member,"38,109"
SES000144,U37604,1022.008,Chọn Suất Chiếu,Load màn hình chọn suất chiếu,view,2026-05-04 20:31:17,6,iOS,3.8.1,iPhone 12,4G,Member,"1,532"
SES000144,U37604,1022.009,Chọn Suất Chiếu,Chọn rạp phim trên màn hình suất chiếu,click,2026-05-04 20:31:31,7,iOS,3.8.1,iPhone 12,4G,Member,"22,162"
SES000144,U37604,1022.010,Chọn Suất Chiếu,chọn ngày trên màn hình suất chiếu,click,2026-05-04 20:31:37,8,iOS,3.8.1,iPhone 12,4G,Member,"36,819"
SES000144,U37604,1022.011,Chọn Suất Chiếu,chọn suất chiếu trên màn hình suất chiếu,click,2026-05-04 20:31:49,9,iOS,3.8.1,iPhone 12,4G,Member,"4,212"
SES000144,U37604,1023.012,Chọn Ghế,load màn hình chọn ghế,view,2026-05-04 20:32:41,10,iOS,3.8.1,iPhone 12,4G,Member,"42,448"
SES000144,U37604,1023.013,Chọn Ghế,chọn ghế,click,2026-05-04 20:33:50,11,iOS,3.8.1,iPhone 12,4G,Member,"17,805"
SES000144,U37604,1023.014,Chọn Ghế,bấm tiếp tục màn hình chọn ghế,click,2026-05-04 20:35:04,12,iOS,3.8.1,iPhone 12,4G,Member,"13,888"
